User ID,applications,Reason,Granted_Loan_Amount,Requested_Loan_Amount,FICO_score,Fico_Score_group,Employment_Status,Employment_Sector,Monthly_Gross_Income,Monthly_Housing_Payment,Ever_Bankrupt_or_Foreclose,Lender,Approved,bounty
000f37bd-27c3-469b-84fd-9859514843c9,1,cover_an_unexpected_cost,30000,34000.0,518.0,poor,full_time,industrials,3998.0,2222,0,A,0,0
000f85f5-35b8-4f56-8ee1-76ca276dd7be,1,major_purchase,10000,12000.0,596.0,fair,part_time,consumer_staples,2358.0,1286,0,A,0,0
000fa9f4-2630-4e89-8b40-8cdcd703afbb,1,other,90000,101000.0,477.0,poor,full_time,financials,8842.0,2218,0,A,0,0
0010c5da-8e95-49a4-ae27-fce34251cdc6,1,debt_conslidation,50000,56000.0,718.0,good,full_time,information_technology,7841.0,2621,0,B,0,0
00118bb3-b2c0-4de4-af06-4b534b7b7871,1,credit_card_refinancing,40000,42000.0,550.0,poor,full_time,health_care,14469.0,2285,0,A,0,0
0011cb23-843f-4907-aab8-3bc333395d92,1,major_purchase,5000,6000.0,,poor,full_time,health_care,-3726.0,2914,0,A,0,0
001231ad-0aef-4d84-86e1-306dbcea9310,1,debt_conslidation,10000,11000.0,755.0,very_good,full_time,real_estate,12198.0,1636,0,C,0,0
0012a4e5-262d-4ed0-ba97-17244e16f6aa,1,home_improvement,80000,97000.0,609.0,fair,full_time,health_care,4239.0,2443,0,B,0,0
0012e2d2-83e3-4a3b-b0c2-ddbe763b6459,1,debt_conslidation,50000,57000.0,714.0,good,full_time,energy,-10634.0,758,0,A,0,0
0013a05f-b3a5-4b51-b660-3e3709d75dbe,1,debt_conslidation,20000,21000.0,648.0,fair,full_time,utilities,5033.0,2657,0,C,0,0
0013cfd4-9220-4bf9-af23-ee2a59c8b0ac,1,debt_conslidation,60000,71000.0,634.0,fair,part_time,materials,2711.0,1196,0,A,0,0
0014a3cb-0e40-449a-9f39-fb5ab9618abc,1,cover_an_unexpected_cost,90000,111000.0,598.0,fair,full_time,health_care,9387.0,49500,0,A,0,0
0014ab49-f68d-4273-b154-d84299db7136,1,other,80000,95000.0,554.0,poor,full_time,health_care,4411.0,2387,0,A,0,0
00150abb-36ce-4e46-aa86-af7d75654a05,1,credit_card_refinancing,90000,105000.0,779.0,very_good,full_time,health_care,10710.0,1840,0,A,1,250
001524af-8e8d-41df-bb88-67fd1ac66a9e,1,credit_card_refinancing,100000,105000.0,785.0,very_good,full_time,consumer_staples,14290.0,1868,0,A,1,250
00157bfe-6d27-44ce-a5b9-b31d32bb7012,1,major_purchase,50000,54000.0,,good,part_time,information_technology,2539.0,2979,0,B,0,0
0017225e-1bfd-4f8a-a12f-4c4852a4d29b,1,debt_conslidation,90000,102000.0,,fair,full_time,financials,,1231,0,B,0,0
00174af3-6120-43ba-8476-a5333c6d8b26,1,other,30000,32000.0,708.0,good,full_time,industrials,7783.0,1525,0,A,1,250
001869ff-6ec1-496e-9cda-dc0b941faa81,1,credit_card_refinancing,90000,110000.0,558.0,poor,full_time,financials,8802.0,1898,0,A,0,0
00189122-2eef-4862-aa6d-ff97490c5b23,1,other,40000,47000.0,627.0,fair,full_time,industrials,6987.0,1164,0,A,0,0
00194138-1431-4a97-863e-baa969e6d043,1,credit_card_refinancing,50000,60000.0,693.0,good,unemployed,,2810.0,1657,0,B,0,0
001a4492-e567-4278-bdd5-67590c9abab9,1,cover_an_unexpected_cost,90000,111000.0,,poor,full_time,information_technology,,1544,0,A,0,0
001a4e14-2613-4371-9a18-3de8d39052c0,1,debt_conslidation,10000,12000.0,736.0,good,full_time,communication_services,,1542,0,A,0,0
001ab045-1968-4268-bfc3-bcad39a35d48,1,credit_card_refinancing,30000,36000.0,667.0,fair,full_time,consumer_staples,,1971,0,A,0,0
001ab930-19a2-4dec-bc1c-80d8d41196c3,1,major_purchase,20000,23000.0,588.0,fair,full_time,industrials,6197.0,2374,0,A,0,0
001c4da7-8632-4f25-96dc-0afb6e872e8e,1,major_purchase,40000,43000.0,485.0,poor,part_time,consumer_staples,2539.0,409,0,A,0,0
001d9531-86b6-446c-9037-89672a75054b,1,credit_card_refinancing,30000,32000.0,718.0,good,part_time,energy,3027.0,1469,0,A,0,0
001e0070-a84c-4914-b1fa-9624f0271501,1,major_purchase,80000,99000.0,664.0,fair,full_time,health_care,6017.0,1884,0,A,0,0
001edfb5-2090-4dbf-8af6-29f926ed93c3,1,cover_an_unexpected_cost,30000,35000.0,646.0,fair,full_time,health_care,4568.0,1962,0,A,0,0
002034c2-c666-453a-abc5-0e0afc212159,1,debt_conslidation,20000,23000.0,629.0,fair,full_time,information_technology,5084.0,2549,0,B,0,0
00205f06-762b-4c4c-93af-0e2a12b794eb,1,debt_conslidation,50000,56000.0,634.0,fair,full_time,health_care,6252.0,1713,1,A,0,0
00210dde-d42e-404e-af38-2184daa3bf44,1,other,10000,12000.0,691.0,good,unemployed,,2695.0,1282,0,B,0,0
00227343-b9eb-469a-9b82-83b03d36ca00,1,home_improvement,30000,33000.0,762.0,very_good,full_time,financials,,1960,0,A,0,0
00232e83-6c82-4666-8125-f19ef00cfd8c,1,cover_an_unexpected_cost,30000,37000.0,656.0,fair,full_time,materials,2926.0,2133,0,B,0,0
00232f9b-b531-4010-bca1-22d0960bd08b,1,debt_conslidation,90000,105000.0,576.0,poor,full_time,utilities,,1910,0,A,0,0
0023a9bb-97b7-4a60-a5f2-ccaebc925565,1,debt_conslidation,60000,75000.0,468.0,poor,full_time,financials,4952.0,1320,0,B,0,0
00245642-f99a-4a98-985c-098416b7fc14,1,home_improvement,30000,32000.0,661.0,fair,full_time,financials,,2409,0,A,0,0
002533c9-5d51-4b60-870e-807e5c6c8bb4,1,debt_conslidation,30000,35000.0,572.0,poor,full_time,communication_services,,1481,0,A,0,0
00254395-08ec-4304-8b25-5aaa7096d2e0,1,other,20000,25000.0,637.0,fair,part_time,consumer_staples,3215.0,2194,0,A,0,0
00262917-4706-4bd0-bb5d-84febeb00dc9,1,major_purchase,30000,36000.0,688.0,good,part_time,energy,3403.0,1605,0,A,0,0
002668cd-565e-4641-8bd1-92462e7ad3f2,1,credit_card_refinancing,20000,22000.0,716.0,good,full_time,information_technology,4378.0,1548,0,A,0,0
002698c6-5b4e-4867-8a45-9868e2fd53b3,1,cover_an_unexpected_cost,30000,34000.0,592.0,fair,full_time,health_care,7037.0,1815,0,A,0,0
0027224b-5f2d-4c45-b442-cf2fce96b207,1,credit_card_refinancing,10000,11000.0,468.0,poor,unemployed,,4087.0,1145,0,B,0,0
0027774a-a6c5-4fea-9460-37cf08e12d5a,1,cover_an_unexpected_cost,30000,36000.0,558.0,poor,full_time,energy,-4598.0,1971,0,A,0,0
00280cd2-9db6-4e38-a301-af89bffd3d20,1,cover_an_unexpected_cost,20000,24000.0,565.0,poor,part_time,utilities,6710.0,953,0,C,0,0
0028b5e5-7653-4276-abf6-70d713c5e2be,1,other,30000,35000.0,536.0,poor,part_time,real_estate,2698.0,1403,0,A,0,0
0028e4d2-85fe-466f-8bff-7d77e18c65a6,1,cover_an_unexpected_cost,10000,11000.0,,fair,full_time,real_estate,6058.0,1221,0,A,0,0
0029a608-d0f7-4afe-b5b0-ec24e7c4816c,1,home_improvement,10000,11000.0,535.0,poor,full_time,financials,5620.0,1301,0,A,0,0
002a3cb6-2ba1-47fb-a1b1-0807082b9d4e,1,credit_card_refinancing,5000,5000.0,361.0,poor,full_time,utilities,4763.0,1697,0,A,0,0
002ce76d-26cf-4dbb-8280-33455333e0bc,1,cover_an_unexpected_cost,80000,96000.0,635.0,fair,full_time,information_technology,9398.0,2189,0,A,0,0
002d8636-4765-42f3-89a8-1d6059dfe613,1,debt_conslidation,90000,96000.0,,fair,full_time,information_technology,8477.0,2684,0,B,0,0
002e0326-d4d5-47cc-ba0a-3b4dc3a45067,1,debt_conslidation,60000,67000.0,572.0,poor,full_time,communication_services,,2601,0,A,0,0
002e55e9-bd7e-4ab0-a7d6-f6520e18e19c,1,other,80000,84000.0,644.0,fair,full_time,information_technology,5225.0,1237,0,A,0,0
002e92f8-f2ef-4a30-8a88-acb58a34d2f6,1,home_improvement,100000,114000.0,562.0,poor,full_time,communication_services,4853.0,1584,0,A,1,250
0030448d-3e46-4595-8604-98693c09ef73,1,home_improvement,50000,62000.0,731.0,good,part_time,information_technology,2048.0,1068,0,A,1,250
003201bd-5114-4d83-b8c6-abf88e454a9d,1,credit_card_refinancing,30000,35000.0,,good,full_time,materials,7820.0,935,0,C,0,0
003209ee-5286-4879-95fb-8c65d896d331,1,credit_card_refinancing,90000,110000.0,563.0,poor,full_time,health_care,4833.0,1854,0,B,0,0
00328db2-8c1c-4984-9ce0-5c15eebc2f44,1,other,30000,36000.0,540.0,poor,full_time,consumer_staples,4151.0,1827,0,A,0,0
003499a2-6132-4f73-a64a-992f7f87c6af,1,credit_card_refinancing,10000,12000.0,750.0,very_good,unemployed,,4336.0,1914,0,A,1,250
0034d7bc-b7a7-4144-91d8-5490a1651065,1,home_improvement,2000000,2370000.0,627.0,fair,full_time,energy,8473.0,1543,0,A,0,0
0034fb79-7184-466a-880a-a92c26766c17,1,major_purchase,10000,12000.0,,very_good,full_time,health_care,14608.0,3080,0,B,1,350
00357ca8-3765-41b2-9e3d-2782a839ac2f,1,credit_card_refinancing,10000,11000.0,554.0,poor,full_time,industrials,5710.0,2314,0,A,0,0
00359eae-e16a-4973-b7d6-68415e23994b,1,cover_an_unexpected_cost,40000,43000.0,594.0,fair,full_time,health_care,4683.0,1295,0,C,0,0
0035dd44-9d9d-40eb-9f54-2f6fd302e5eb,1,debt_conslidation,80000,91000.0,559.0,poor,full_time,communication_services,3958.0,1463,0,A,0,0
0036ea32-e56a-430e-b715-91a32e363860,1,other,90000,96000.0,586.0,fair,full_time,financials,4027.0,1595,0,B,0,0
00374727-9062-4cbd-bbf5-d95024985054,1,other,100000,112000.0,701.0,good,full_time,consumer_discretionary,5266.0,2389,0,A,0,0
00379685-b89f-4c76-b0c7-922405767bd7,1,other,30000,36000.0,698.0,good,part_time,industrials,,625,0,A,0,0
00386997-6ba4-4611-b525-92a5396d5c9b,1,home_improvement,30000,33000.0,580.0,poor,full_time,financials,,2636,0,A,0,0
0038c712-e8bd-41f9-a19f-18490a25ab9d,1,debt_conslidation,80000,86000.0,691.0,good,full_time,health_care,8782.0,1532,0,B,0,0
0039a6ec-b36f-4263-aba7-d5599236b465,1,debt_conslidation,10000,12000.0,579.0,poor,part_time,real_estate,2909.0,770,0,A,0,0
003a1a58-8178-460d-b6e6-622688b73f35,1,major_purchase,20000,23000.0,760.0,very_good,full_time,communication_services,7983.0,2124,0,A,0,0
003c46d9-2b98-4baf-8b5d-568340e2c5bd,1,credit_card_refinancing,100000,117000.0,625.0,fair,unemployed,,2973.0,2390,0,C,0,0
003ca779-a11e-4576-bb22-91dfbca2bcfa,1,credit_card_refinancing,40000,47000.0,633.0,fair,full_time,real_estate,4934.0,1740,0,B,0,0
003ceb6a-02b4-42b8-8c51-d921229243a0,1,cover_an_unexpected_cost,50000,62000.0,,fair,full_time,information_technology,4415.0,2906,0,B,0,0
003d7d76-24ea-4564-9d79-fa9a35547441,1,cover_an_unexpected_cost,10000,11000.0,,good,full_time,real_estate,7561.0,1919,0,C,1,150
003ddd32-a6af-47e5-94a3-b8121ddc9216,1,debt_conslidation,30000,36000.0,725.0,good,full_time,health_care,5064.0,1571,0,A,0,0
003e7378-38c0-4808-a3d8-3ecaba250d39,1,cover_an_unexpected_cost,20000,25000.0,,poor,full_time,real_estate,4878.0,2116,0,B,0,0
003f9d35-e711-4d53-a6e4-aa34ae3f4134,1,major_purchase,70000,79000.0,573.0,poor,full_time,information_technology,,2988,0,A,0,0
003fb100-5325-4bbf-bf8d-8c01351538fb,1,credit_card_refinancing,80000,86000.0,646.0,fair,full_time,health_care,4594.0,1235,0,A,0,0
003ffb24-6219-4089-b47b-bc52c2a06877,1,major_purchase,60000,68000.0,373.0,poor,full_time,energy,4102.0,2228,0,A,0,0
0041dd5a-bb45-4826-a95e-4a4914d27f47,1,credit_card_refinancing,10000,11000.0,743.0,very_good,full_time,financials,,1860,0,C,1,150
0042c65c-fb16-4f1e-a569-ead2d2bb6428,1,credit_card_refinancing,90000,101000.0,746.0,very_good,full_time,energy,,1866,0,A,1,250
0042f25b-2e88-4e78-b580-f02b8f910dc2,1,major_purchase,90000,111000.0,591.0,fair,full_time,health_care,9162.0,2308,0,A,0,0
0043e206-3796-48e4-a929-71e5be872dd4,1,credit_card_refinancing,100000,118000.0,563.0,poor,part_time,consumer_discretionary,4807.0,2926,0,C,0,0
004503c6-8d0b-4d39-8e83-1b694eadbcdf,1,major_purchase,100000,116000.0,606.0,fair,unemployed,,,401,0,B,0,0
00455aba-cdc1-40b8-a47a-9851dbc524fb,1,other,50000,55000.0,576.0,poor,part_time,consumer_discretionary,3470.0,670,0,A,0,0
00462984-79ef-43de-8b2e-4c5b5d8998df,1,other,2000000,2374000.0,571.0,poor,part_time,real_estate,3366.0,1216,0,B,0,0
00465b66-1bd5-4dbf-bc98-01f8e884cc6e,1,debt_conslidation,40000,48000.0,556.0,poor,full_time,communication_services,4542.0,2558,0,C,0,0
0046dae5-a1f8-4686-aff7-289b10f48389,1,other,10000,11000.0,596.0,fair,full_time,utilities,6661.0,835,0,B,0,0
00471754-e63c-4c0a-a5b6-d8bde61d6d27,1,debt_conslidation,50000,59000.0,731.0,good,full_time,industrials,,1368,0,C,1,150
00475f09-7dbe-4c3e-8510-0c8128d53e1d,1,other,30000,32000.0,,poor,full_time,financials,4108.0,413,0,B,0,0
00479117-659f-4a6c-8a57-0017286f74ac,1,major_purchase,10000,11000.0,581.0,fair,part_time,materials,2028.0,369,0,B,0,0
004a132f-754a-447c-9113-91f495b690b3,1,debt_conslidation,20000,22000.0,694.0,good,full_time,consumer_discretionary,4996.0,1428,0,A,0,0
004a5176-b142-40a3-8a97-f7f4218899e6,1,credit_card_refinancing,40000,44000.0,599.0,fair,part_time,information_technology,2999.0,1388,0,A,0,0
004aaa7d-bfa9-4a39-bc62-82b6bb8a333b,1,cover_an_unexpected_cost,80000,99000.0,695.0,good,full_time,materials,7131.0,1753,0,A,1,250
004b70e0-cd60-44d8-bd03-50682a730ec9,1,credit_card_refinancing,80000,96000.0,,good,full_time,energy,7758.0,1990,0,B,1,350
004b8a78-5753-455d-919d-fee6ddbf7edc,1,cover_an_unexpected_cost,30000,35000.0,687.0,good,full_time,real_estate,7123.0,2223,0,B,0,0
004ba03d-118b-4925-b763-9ed1f341dc6c,1,cover_an_unexpected_cost,40000,45000.0,838.0,excellent,full_time,financials,14684.0,1840,0,C,1,150
004c6287-04a8-4414-b9a4-fcc9e75d8686,1,debt_conslidation,10000,12000.0,713.0,good,full_time,financials,8904.0,2016,0,B,1,350
004c702f-e5dd-42f4-be9d-3ae52311bf60,1,home_improvement,40000,46000.0,621.0,fair,full_time,communication_services,7449.0,1827,0,A,0,0
004d079b-4651-4d64-8499-0ad430edbc7e,1,major_purchase,40000,44000.0,660.0,fair,full_time,information_technology,5665.0,1667,0,B,0,0
00502e07-5dfc-4a53-aeee-1e53bb052d1f,1,major_purchase,80000,94000.0,570.0,poor,full_time,communication_services,4301.0,1748,0,B,0,0
0050526a-f937-48c4-a4bf-51ab06bba09f,1,major_purchase,20000,21000.0,565.0,poor,full_time,health_care,4345.0,1926,0,A,0,0
00507eee-a953-4b47-b610-211d731dc479,1,major_purchase,10000,12000.0,702.0,good,unemployed,,2505.0,1990,1,A,0,0
0050d7ad-88b2-419b-bbd9-c9937f1986f2,1,home_improvement,70000,77000.0,641.0,fair,full_time,communication_services,5541.0,1636,0,B,0,0
0051b404-4bea-4dcf-a295-4bdb6bdb50ea,1,debt_conslidation,20000,23000.0,743.0,very_good,full_time,industrials,7825.0,2253,0,C,1,150
00526c8e-669e-4c21-b3f8-26183761bea2,1,major_purchase,20000,24000.0,,fair,full_time,financials,5446.0,2795,0,B,0,0
0052f521-929a-4a4e-b6ec-2c3fd12d15fa,1,debt_conslidation,20000,24000.0,618.0,fair,full_time,communication_services,4851.0,2366,0,A,0,0
00534a50-59b7-4476-bbaf-5b8e460f3ce5,1,major_purchase,10000,12000.0,614.0,fair,full_time,financials,4193.0,1647,0,A,0,0
00554ae8-1950-4e96-954f-93cf1ba466e4,1,cover_an_unexpected_cost,50000,54000.0,650.0,fair,part_time,energy,2055.0,453,1,A,0,0
00554c8b-4281-4761-a13a-9ac9699830f3,1,debt_conslidation,70000,79000.0,709.0,good,full_time,consumer_staples,6222.0,2043,0,B,0,0
0055d648-df16-4d15-9ab7-e304e4a0f3cd,1,debt_conslidation,10000,11000.0,785.0,very_good,part_time,utilities,,828,0,C,1,150
00564710-4d2a-41bd-a21e-b59c22b38a5e,1,home_improvement,5000,6000.0,644.0,fair,full_time,real_estate,8995.0,2119,0,A,0,0
00570a86-3b84-4d89-af7e-cdf92a353d55,1,debt_conslidation,30000,34000.0,597.0,fair,full_time,real_estate,,754,0,C,0,0
00587e27-d171-4f8d-8c92-c164c63d7ed4,1,credit_card_refinancing,20000,22000.0,763.0,very_good,full_time,information_technology,,1446,0,A,0,0
00589915-5b42-4529-b9e5-6bec79c4c565,1,home_improvement,60000,67000.0,660.0,fair,part_time,industrials,3392.0,2052,0,B,0,0
00593ee5-ed61-4f6c-b66e-a6384ef05d96,1,debt_conslidation,20000,23000.0,554.0,poor,full_time,financials,4407.0,1884,0,B,0,0
005ae324-6351-4063-8507-fd0b506aa894,1,major_purchase,100000,109000.0,600.0,fair,unemployed,,2274.0,1974,0,C,0,0
005c47ba-6141-4695-baef-c91fd808d16a,1,other,5000,6000.0,724.0,good,full_time,energy,7941.0,1241,0,B,0,0
005d6551-ee3c-491e-8a79-a1ae6d8e3f17,1,cover_an_unexpected_cost,90000,98000.0,502.0,poor,full_time,communication_services,4569.0,1931,0,B,0,0
005f0795-7457-4677-a39d-aa01b5c51ba1,1,cover_an_unexpected_cost,90000,102000.0,664.0,fair,full_time,energy,9954.0,2278,0,C,1,150
005fe573-b769-4f30-8695-295bf7dffddc,1,cover_an_unexpected_cost,2000000,2342000.0,767.0,very_good,full_time,energy,11078.0,1690,0,A,0,0
0060a764-6e53-427d-90a5-fe2de36b73f9,1,credit_card_refinancing,10000,12000.0,672.0,good,full_time,information_technology,8841.0,1314,0,A,0,0
0061320a-8fc8-4ea3-a6c3-81bb247bc4b5,1,cover_an_unexpected_cost,5000,6000.0,681.0,good,full_time,real_estate,8724.0,1197,0,A,0,0
0061607f-43dc-4089-8c51-872a3742c23f,1,debt_conslidation,40000,48000.0,697.0,good,full_time,real_estate,8057.0,1765,0,B,0,0
00619cca-5708-47b6-a7a7-c1e785cf5e99,1,other,80000,86000.0,570.0,poor,full_time,information_technology,11950.0,439,0,C,0,0
0063165f-6944-4581-a208-ef89119899d6,1,credit_card_refinancing,20000,25000.0,672.0,good,full_time,information_technology,7911.0,2717,0,B,0,0
0063fbb9-f481-4e41-b03a-59cfade12b3b,1,debt_conslidation,20000,24000.0,696.0,good,full_time,industrials,7538.0,1313,0,A,0,0
00642244-fafd-492b-b888-266b1a859783,1,other,70000,86000.0,,poor,full_time,real_estate,,2084,0,A,0,0
00646ed8-9046-4c0f-8e04-075b11355ccf,1,debt_conslidation,30000,33000.0,637.0,fair,full_time,utilities,,1547,0,C,0,0
006585a6-abc2-444a-ba6c-72aa2d53421b,1,cover_an_unexpected_cost,5000,6000.0,687.0,good,full_time,consumer_staples,5721.0,1702,0,A,0,0
0065e33c-b91c-4c34-9130-154e7c2bea31,1,cover_an_unexpected_cost,100000,108000.0,,good,full_time,consumer_discretionary,7366.0,1440,0,A,0,0
00669d8a-ba78-4b97-a24e-96769c9000d2,1,home_improvement,80000,98000.0,595.0,fair,full_time,real_estate,3139.0,2390,0,A,0,0
006787ec-18f9-4f60-8a09-a4e21ad8045b,1,debt_conslidation,90000,112000.0,,fair,full_time,information_technology,4588.0,1301,0,A,1,250
006893be-fec9-411f-8744-d471e791a622,1,other,70000,82000.0,,fair,full_time,energy,4724.0,3155,0,A,0,0
0069d3d6-de5f-4b9e-8ba5-4e4b0d9ca2fe,1,home_improvement,50000,55000.0,622.0,fair,full_time,real_estate,7363.0,1984,0,A,0,0
006ae8aa-c844-4a1f-a195-4d8b5f78e982,1,cover_an_unexpected_cost,70000,81000.0,559.0,poor,unemployed,,4810.0,972,0,B,0,0
006b24d7-0704-4984-be9c-42cc06ce97ac,1,home_improvement,20000,23000.0,731.0,good,full_time,financials,8047.0,1990,0,B,1,350
006b358f-a938-47d9-8004-8d94725ab706,1,cover_an_unexpected_cost,70000,79000.0,711.0,good,full_time,consumer_staples,12473.0,2476,0,A,0,0
006b7d36-c687-4751-b41c-2fe4a0b913fc,1,home_improvement,70000,76000.0,,good,full_time,consumer_staples,,1883,0,C,0,0
006d562c-a322-461b-bae2-34cdb44a97a6,1,major_purchase,50000,56000.0,708.0,good,full_time,materials,8558.0,1887,0,B,0,0
006e04b3-63ef-46cb-b9b5-9e331be01062,1,home_improvement,60000,74000.0,484.0,poor,full_time,materials,2816.0,816,0,C,0,0
006e8f2d-43ae-46b3-92b2-86c70997796e,1,debt_conslidation,50000,57000.0,471.0,poor,part_time,materials,2765.0,1414,0,B,0,0
006ef558-1d9e-484a-87a9-0addc0143263,1,credit_card_refinancing,70000,76000.0,,very_good,part_time,information_technology,4942.0,696,0,A,0,0
006eff35-9fb0-4b19-a6ff-a6f64d2bed45,1,debt_conslidation,10000,12000.0,571.0,poor,full_time,industrials,7494.0,1275,0,A,0,0
006f7722-64b8-487f-95a8-34e3c391bf78,1,cover_an_unexpected_cost,20000,21000.0,586.0,fair,full_time,health_care,12420.0,1978,1,C,0,0
006ff819-eef5-48b4-977c-c4646da8b449,1,major_purchase,30000,34000.0,650.0,fair,full_time,health_care,5326.0,890,0,C,1,150
0070717d-8216-4779-9138-56f5641d5b51,1,credit_card_refinancing,30000,36000.0,715.0,good,full_time,industrials,3970.0,923,0,A,0,0
00708b89-2fdf-4827-b80d-5d6712072e22,1,home_improvement,20000,22000.0,673.0,good,full_time,information_technology,8828.0,2467,0,B,0,0
0070deec-ce65-4251-96b5-5e0e082aeb0b,1,cover_an_unexpected_cost,10000,11000.0,,fair,unemployed,,,1236,0,C,0,0
00719a45-d5b6-4a62-bf74-d9c756879c98,1,major_purchase,80000,92000.0,716.0,good,full_time,financials,9477.0,1988,0,A,0,0
0071d7b6-f813-4b39-81fd-e56a8bfa714a,1,debt_conslidation,50000,60000.0,,good,part_time,information_technology,2209.0,460,0,C,0,0
00724e4b-8ea2-4981-9b00-7995befd667a,1,major_purchase,80000,94000.0,559.0,poor,full_time,information_technology,13617.0,1897,0,A,0,0
0073e0a1-bea2-44b1-8fd9-376cd03d156f,1,major_purchase,80000,86000.0,623.0,fair,full_time,industrials,4441.0,2264,0,B,0,0
0074182f-b246-4a4d-86ca-b843c2925028,1,home_improvement,80000,97000.0,694.0,good,full_time,information_technology,,1822,0,A,0,0
00744ccc-966a-4fae-a9ac-9749fb9168f1,1,cover_an_unexpected_cost,20000,24000.0,619.0,fair,part_time,communication_services,2644.0,1173,0,A,0,0
007594be-368e-4cbe-9dc9-15b2c5528379,1,cover_an_unexpected_cost,20000,23000.0,450.0,poor,full_time,industrials,3019.0,2036,0,B,0,0
00770a92-772f-4641-b5c0-d9e649c67bb5,1,debt_conslidation,60000,71000.0,603.0,fair,full_time,health_care,,814,0,A,0,0
